filename,width,height,class,xmin,ymin,xmax,ymax
l_left0019.jpg,1368,1096,Green,641,410,675,540
l_left0040.jpg,1368,1096,Green,634,408,668,538
l_left0055.jpg,1368,1096,Yellow,625,402,671,549
r_left0585.jpg,1368,1096,Green,828,399,861,480
r_left0353.jpg,1368,1096,Red,724,396,756,478
l_left0310.jpg,1368,1096,Green,254,352,327,541
l_left0191.jpg,1368,1096,Green,599,377,649,601
l_left0240.jpg,1368,1096,Red,639,409,669,491
r_left0341.jpg,1368,1096,Red,823,407,851,477
l_left0208.jpg,1368,1096,Yellow,631,404,671,495
r_left0613.jpg,1368,1096,Green,1,324,100,553
l_left0257.jpg,1368,1096,Red,630,404,668,495
r_left0334.jpg,1368,1096,Red,1000,409,1027,469
r_left0600.jpg,1368,1096,Green,558,371,608,493
l_left0090.jpg,1368,1096,Yellow,550,370,596,593
r_left0589.jpg,1368,1096,Green,759,398,795,487
l_left0210.jpg,1368,1096,Yellow,632,409,672,498
r_left0385.jpg,1368,1096,Green,78,335,169,541
l_left0194.jpg,1368,1096,Green,609,386,659,563
l_left0279.jpg,1368,1096,Red,542,375,588,506
r_left0352.jpg,1368,1096,Red,727,396,759,478
l_left0106.jpg,1368,1096,Red,438,365,499,667
l_left0218.jpg,1368,1096,Yellow,637,414,670,495
l_left0042.jpg,1368,1096,Green,632,411,666,531
l_left0007.jpg,1368,1096,Green,646,399,669,526
r_left0604.jpg,1368,1096,Green,498,373,551,508
r_left0193.jpg,1368,1096,Red,1325,413,1352,471
l_left0271.jpg,1368,1096,Red,582,388,622,497
r_left0587.jpg,1368,1096,Green,780,398,816,487
l_left0260.jpg,1368,1096,Red,627,405,662,500
l_left0316.jpg,1368,1096,Green,251,352,327,537
l_left0087.jpg,1368,1096,Yellow,562,376,618,585
l_left0070.jpg,1368,1096,Yellow,603,397,641,542
r_left0206.jpg,1368,1096,Red,736,397,769,485
l_left0162.jpg,1368,1096,Green,370,335,459,701
l_left0270.jpg,1368,1096,Red,590,392,627,498
l_left0251.jpg,1368,1096,Red,638,407,670,495
l_left0046.jpg,1368,1096,Green,637,397,662,561
l_left0018.jpg,1368,1096,Green,635,406,682,540
r_left0596.jpg,1368,1096,Green,660,391,702,495
l_left0254.jpg,1368,1096,Red,634,408,667,495
r_left0328.jpg,1368,1096,Red,1263,415,1286,474
l_left0161.jpg,1368,1096,Green,363,335,445,704
r_left0218.jpg,1368,1096,Red,662,371,708,490
l_left0196.jpg,1368,1096,Green,608,376,681,613
l_left0263.jpg,1368,1096,Red,618,402,651,500
l_left0244.jpg,1368,1096,Red,639,408,670,496
l_left0170.jpg,1368,1096,Green,533,361,597,661
l_left0307.jpg,1368,1096,Green,250,348,325,537
l_left0011.jpg,1368,1096,Green,643,404,668,538
l_left0012.jpg,1368,1096,Green,648,402,677,538
l_left0099.jpg,1368,1096,Red,474,338,551,645
l_left0207.jpg,1368,1096,Yellow,630,405,666,494
r_left0345.jpg,1368,1096,Red,779,405,807,475
l_left0317.jpg,1368,1096,Green,250,349,328,543
l_left0009.jpg,1368,1096,Green,648,404,668,522
l_left0221.jpg,1368,1096,Yellow,638,408,669,494
l_left0225.jpg,1368,1096,Yellow,635,407,669,492
r_left0372.jpg,1368,1096,Green,453,369,511,511
r_left0382.jpg,1368,1096,Green,202,352,279,533
r_left0381.jpg,1368,1096,Green,241,353,314,531
l_left0306.jpg,1368,1096,Green,252,349,325,541
l_left0118.jpg,1368,1096,Red,277,329,358,729
r_left0593.jpg,1368,1096,Green,727,396,765,489
l_left0323.jpg,1368,1096,Green,250,349,327,537
r_left0588.jpg,1368,1096,Green,769,397,805,486
l_left0308.jpg,1368,1096,Green,254,350,323,540
l_left0095.jpg,1368,1096,Red,504,356,561,617
l_left0206.jpg,1368,1096,Yellow,630,404,666,494
l_left0253.jpg,1368,1096,Red,635,408,667,496
r_left0213.jpg,1368,1096,Red,703,389,741,495
l_left0069.jpg,1368,1096,Yellow,598,399,650,565
r_left0338.jpg,1368,1096,Red,937,409,964,469
l_left0291.jpg,1368,1096,Green,336,357,403,537
r_left0376.jpg,1368,1096,Green,376,360,439,513
r_left0599.jpg,1368,1096,Green,577,376,625,491
r_left0226.jpg,1368,1096,Green,365,344,440,534
r_left0583.jpg,1368,1096,Green,941,403,973,477
r_left0205.jpg,1368,1096,Red,741,399,773,484
l_left0261.jpg,1368,1096,Red,627,406,661,497
r_left0373.jpg,1368,1096,Green,427,364,489,511
l_left0113.jpg,1368,1096,Red,356,333,427,690
l_left0058.jpg,1368,1096,Yellow,623,404,669,549
r_left0229.jpg,1368,1096,Green,119,325,218,553
l_left0193.jpg,1368,1096,Green,608,379,672,606
r_left0357.jpg,1368,1096,Green,684,396,720,488
l_left0242.jpg,1368,1096,Red,636,408,670,494
r_left0349.jpg,1368,1096,Red,744,402,775,480
l_left0326.jpg,1368,1096,Green,253,351,324,535
l_left0164.jpg,1368,1096,Green,415,324,506,697
l_left0330.jpg,1368,1096,Green,252,349,324,532
r_left0579.jpg,1368,1096,Green,1022,405,1051,477
l_left0064.jpg,1368,1096,Yellow,618,402,662,547
r_left0608.jpg,1368,1096,Green,399,363,464,515
r_left0368.jpg,1368,1096,Green,599,382,642,493
l_left0110.jpg,1368,1096,Red,393,343,456,692
l_left0185.jpg,1368,1096,Green,590,376,668,606
l_left0013.jpg,1368,1096,Green,646,404,675,529
l_left0275.jpg,1368,1096,Red,563,369,606,493
l_left0228.jpg,1368,1096,Yellow,641,411,669,493
l_left0302.jpg,1368,1096,Green,254,350,326,539
r_left0578.jpg,1368,1096,Green,1042,405,1071,477
l_left0010.jpg,1368,1096,Green,648,408,675,533
l_left0077.jpg,1368,1096,Yellow,580,386,637,556
l_left0224.jpg,1368,1096,Yellow,638,412,672,493
l_left0198.jpg,1368,1096,Green,609,385,672,592
r_left0327.jpg,1368,1096,Red,1284,416,1311,478
l_left0265.jpg,1368,1096,Red,611,399,647,501
r_left0192.jpg,1368,1096,Red,1360,413,1368,473
l_left0032.jpg,1368,1096,Green,639,404,682,563
r_left0332.jpg,1368,1096,Red,1070,407,1093,466
l_left0030.jpg,1368,1096,Green,644,408,669,535
l_left0074.jpg,1368,1096,Yellow,587,392,644,560
l_left0264.jpg,1368,1096,Red,611,401,648,501
r_left0610.jpg,1368,1096,Green,298,358,367,526
l_left0273.jpg,1368,1096,Red,570,374,610,494
r_left0200.jpg,1368,1096,Red,836,408,865,477
l_left0035.jpg,1368,1096,Green,639,408,671,542
l_left0249.jpg,1368,1096,Red,637,407,670,493
r_left0611.jpg,1368,1096,Green,137,341,220,546
l_left0203.jpg,1368,1096,Yellow,627,402,664,495
l_left0200.jpg,1368,1096,Yellow,615,377,686,581
l_left0187.jpg,1368,1096,Green,595,377,656,606
l_left0288.jpg,1368,1096,Green,377,358,438,530
l_left0226.jpg,1368,1096,Yellow,638,409,671,490
l_left0197.jpg,1368,1096,Green,606,388,668,597
l_left0223.jpg,1368,1096,Yellow,638,409,672,494
l_left0247.jpg,1368,1096,Red,638,408,670,495
l_left0297.jpg,1368,1096,Green,253,348,325,533
l_left0174.jpg,1368,1096,Green,545,343,626,651
r_left0344.jpg,1368,1096,Red,789,405,817,475
l_left0232.jpg,1368,1096,Red,638,408,669,492
r_left0597.jpg,1368,1096,Green,627,384,673,494
l_left0250.jpg,1368,1096,Red,637,407,671,494
l_left0033.jpg,1368,1096,Green,630,404,677,551
l_left0154.jpg,1368,1096,Red,1,283,51,827
l_left0215.jpg,1368,1096,Yellow,635,409,673,498
l_left0186.jpg,1368,1096,Green,599,376,663,611
l_left0098.jpg,1368,1096,Red,492,340,556,626
l_left0124.jpg,1368,1096,Red,8,258,126,808
l_left0282.jpg,1368,1096,Red,523,377,575,518
l_left0097.jpg,1368,1096,Red,486,358,560,645
l_left0041.jpg,1368,1096,Green,634,410,668,535
l_left0216.jpg,1368,1096,Yellow,635,409,677,497
l_left0066.jpg,1368,1096,Yellow,605,401,659,551
r_left0194.jpg,1368,1096,Red,1239,413,1265,470
r_left0331.jpg,1368,1096,Red,1103,408,1126,467
r_left0384.jpg,1368,1096,Green,134,342,217,543
r_left0348.jpg,1368,1096,Red,753,404,782,479
r_left0369.jpg,1368,1096,Green,573,376,620,494
l_left0086.jpg,1368,1096,Yellow,561,383,614,567
l_left0276.jpg,1368,1096,Red,558,369,604,491
l_left0028.jpg,1368,1096,Green,643,415,677,561
l_left0000.jpg,1368,1096,Green,636,404,681,547
l_left0112.jpg,1368,1096,Red,347,340,458,704
l_left0168.jpg,1368,1096,Green,524,363,576,661
l_left0280.jpg,1368,1096,Red,534,378,583,513
l_left0231.jpg,1368,1096,Red,639,410,669,490
r_left0367.jpg,1368,1096,Green,604,383,647,494
l_left0015.jpg,1368,1096,Green,646,406,673,536
l_left0157.jpg,1368,1096,Red,31,274,179,799
l_left0165.jpg,1368,1096,Green,431,347,510,692
r_left0210.jpg,1368,1096,Red,714,392,752,491
l_left0072.jpg,1368,1096,Yellow,605,392,639,560
l_left0025.jpg,1368,1096,Green,648,404,678,536
l_left0004.jpg,1368,1096,Green,646,410,671,533
r_left0609.jpg,1368,1096,Green,373,362,438,514
l_left0286.jpg,1368,1096,Red,415,358,474,522
l_left0073.jpg,1368,1096,Yellow,594,401,643,556
r_left0603.jpg,1368,1096,Green,510,371,563,502
l_left0293.jpg,1368,1096,Green,297,349,369,534
l_left0320.jpg,1368,1096,Green,250,349,327,538
r_left0199.jpg,1368,1096,Red,845,408,874,477
l_left0079.jpg,1368,1096,Yellow,580,392,618,572
l_left0268.jpg,1368,1096,Red,596,395,635,500
l_left0027.jpg,1368,1096,Green,643,401,685,538
r_left0351.jpg,1368,1096,Red,733,398,764,476
l_left0311.jpg,1368,1096,Green,250,347,327,538
l_left0056.jpg,1368,1096,Yellow,632,408,668,536
r_left0350.jpg,1368,1096,Red,737,399,768,477
l_left0068.jpg,1368,1096,Yellow,605,393,655,565
r_left0581.jpg,1368,1096,Green,990,406,1021,478
l_left0235.jpg,1368,1096,Red,641,408,670,492
l_left0305.jpg,1368,1096,Green,256,353,323,540
l_left0044.jpg,1368,1096,Green,641,408,662,531
r_left0601.jpg,1368,1096,Green,537,371,588,496
l_left0176.jpg,1368,1096,Green,576,356,652,677
l_left0266.jpg,1368,1096,Red,608,399,647,500
r_left0612.jpg,1368,1096,Green,109,339,198,542
r_left0342.jpg,1368,1096,Red,811,407,839,477
l_left0065.jpg,1368,1096,Yellow,619,399,653,558
r_left0590.jpg,1368,1096,Green,754,398,790,487
r_left0196.jpg,1368,1096,Red,1036,407,1062,464
l_left0119.jpg,1368,1096,Red,249,329,333,756
l_left0246.jpg,1368,1096,Red,638,407,671,495
l_left0083.jpg,1368,1096,Yellow,561,386,619,561
r_left0358.jpg,1368,1096,Green,674,396,710,488
l_left0111.jpg,1368,1096,Red,368,338,456,685
l_left0005.jpg,1368,1096,Green,644,410,675,535
r_left0594.jpg,1368,1096,Green,716,397,754,490
l_left0284.jpg,1368,1096,Red,478,368,532,519
r_left0195.jpg,1368,1096,Red,1166,408,1192,465
r_left0215.jpg,1368,1096,Red,696,384,737,491
l_left0159.jpg,1368,1096,Green,211,299,302,749
r_left0346.jpg,1368,1096,Red,769,404,798,479
l_left0245.jpg,1368,1096,Red,638,408,670,493
r_left0217.jpg,1368,1096,Red,666,372,712,491
l_left0309.jpg,1368,1096,Green,253,351,324,540
l_left0049.jpg,1368,1096,Green,635,408,660,544
l_left0052.jpg,1368,1096,Green,630,413,668,545
r_left0598.jpg,1368,1096,Green,603,380,651,495
l_left0335.jpg,1368,1096,Green,250,350,326,536
r_left0337.jpg,1368,1096,Red,956,408,983,468
l_left0122.jpg,1368,1096,Red,54,286,188,786
r_left0586.jpg,1368,1096,Green,798,398,832,482
l_left0063.jpg,1368,1096,Yellow,619,406,655,556
r_left0607.jpg,1368,1096,Green,414,365,475,513
l_left0325.jpg,1368,1096,Green,255,350,323,535
l_left0214.jpg,1368,1096,Yellow,635,403,673,497
r_left0364.jpg,1368,1096,Green,628,388,670,492
r_left0230.jpg,1368,1096,Green,1,308,46,567
l_left0209.jpg,1368,1096,Yellow,634,409,670,497
l_left0175.jpg,1368,1096,Green,556,356,638,635
l_left0281.jpg,1368,1096,Red,529,378,578,516
l_left0182.jpg,1368,1096,Green,577,368,656,633
l_left0031.jpg,1368,1096,Green,644,410,685,536
l_left0304.jpg,1368,1096,Green,251,349,325,543
r_left0584.jpg,1368,1096,Green,872,404,904,478
r_left0577.jpg,1368,1096,Green,1054,406,1081,474
l_left0239.jpg,1368,1096,Red,640,408,670,493
l_left0314.jpg,1368,1096,Green,251,349,324,541
l_left0021.jpg,1368,1096,Green,644,408,677,545
l_left0043.jpg,1368,1096,Green,639,411,668,538
l_left0252.jpg,1368,1096,Red,637,408,668,494
l_left0038.jpg,1368,1096,Green,641,411,660,533
r_left0360.jpg,1368,1096,Green,656,396,695,495
l_left0169.jpg,1368,1096,Green,513,358,597,665
r_left0591.jpg,1368,1096,Green,742,396,780,489
l_left0029.jpg,1368,1096,Green,643,411,673,544
l_left0067.jpg,1368,1096,Yellow,600,393,650,549
l_left0115.jpg,1368,1096,Red,334,338,418,697
l_left0022.jpg,1368,1096,Green,646,413,673,551
r_left0333.jpg,1368,1096,Red,1056,407,1079,466
r_left0212.jpg,1368,1096,Red,706,391,744,490
l_left0006.jpg,1368,1096,Green,646,406,675,533
l_left0158.jpg,1368,1096,Green,159,283,272,752
l_left0120.jpg,1368,1096,Red,213,310,301,749
l_left0155.jpg,1368,1096,Red,13,268,106,829
l_left0227.jpg,1368,1096,Yellow,638,409,669,490
l_left0001.jpg,1368,1096,Green,642,408,679,551
l_left0020.jpg,1368,1096,Green,639,402,678,538
r_left0374.jpg,1368,1096,Green,414,362,476,509
l_left0322.jpg,1368,1096,Green,252,350,326,542
l_left0318.jpg,1368,1096,Green,252,352,327,539
r_left0197.jpg,1368,1096,Red,931,409,957,466
l_left0287.jpg,1368,1096,Red,400,359,461,521
l_left0296.jpg,1368,1096,Green,250,347,323,534
l_left0016.jpg,1368,1096,Green,644,408,675,552
l_left0109.jpg,1368,1096,Red,386,347,470,681
r_left0339.jpg,1368,1096,Red,919,410,946,470
l_left0267.jpg,1368,1096,Red,602,398,637,498
l_left0057.jpg,1368,1096,Yellow,630,406,660,544
l_left0234.jpg,1368,1096,Red,639,411,669,492
r_left0225.jpg,1368,1096,Green,384,346,459,536
r_left0366.jpg,1368,1096,Green,614,385,656,494
l_left0298.jpg,1368,1096,Green,254,349,325,538
r_left0224.jpg,1368,1096,Red,518,361,580,520
l_left0075.jpg,1368,1096,Yellow,584,388,644,565
l_left0180.jpg,1368,1096,Green,585,368,656,617
r_left0228.jpg,1368,1096,Green,181,328,272,550
l_left0294.jpg,1368,1096,Green,256,345,330,536
l_left0256.jpg,1368,1096,Red,630,405,666,496
l_left0324.jpg,1368,1096,Green,251,350,326,539
l_left0312.jpg,1368,1096,Green,251,348,326,547
l_left0156.jpg,1368,1096,Red,27,274,163,801
r_left0377.jpg,1368,1096,Green,349,359,413,516
l_left0051.jpg,1368,1096,Green,634,411,671,545
l_left0303.jpg,1368,1096,Green,249,348,327,538
l_left0292.jpg,1368,1096,Green,316,355,383,530
l_left0201.jpg,1368,1096,Yellow,625,403,662,494
r_left0330.jpg,1368,1096,Red,1155,410,1178,469
l_left0178.jpg,1368,1096,Green,576,358,649,645
l_left0116.jpg,1368,1096,Red,318,331,386,724
l_left0160.jpg,1368,1096,Green,233,326,326,731
l_left0167.jpg,1368,1096,Green,470,351,549,674
l_left0014.jpg,1368,1096,Green,641,408,675,535
l_left0173.jpg,1368,1096,Green,529,352,622,656
l_left0202.jpg,1368,1096,Yellow,625,399,666,494
l_left0171.jpg,1368,1096,Green,531,356,609,663
r_left0359.jpg,1368,1096,Green,666,398,705,494
l_left0327.jpg,1368,1096,Green,253,350,327,538
l_left0088.jpg,1368,1096,Yellow,559,383,602,567
l_left0076.jpg,1368,1096,Yellow,593,393,635,597
l_left0089.jpg,1368,1096,Yellow,555,377,605,581
r_left0361.jpg,1368,1096,Green,652,396,691,495
l_left0189.jpg,1368,1096,Green,593,374,651,620
l_left0093.jpg,1368,1096,Red,518,360,581,617
l_left0107.jpg,1368,1096,Red,409,351,495,665
l_left0272.jpg,1368,1096,Red,571,379,614,497
r_left0198.jpg,1368,1096,Red,875,407,903,473
l_left0092.jpg,1368,1096,Yellow,523,374,584,610
r_left0208.jpg,1368,1096,Red,727,396,761,491
l_left0217.jpg,1368,1096,Yellow,633,411,674,496
r_left0363.jpg,1368,1096,Green,639,392,678,491
l_left0199.jpg,1368,1096,Green,606,390,674,597
r_left0592.jpg,1368,1096,Green,737,396,775,489
l_left0192.jpg,1368,1096,Green,608,385,647,568
l_left0091.jpg,1368,1096,Yellow,543,383,600,620
l_left0236.jpg,1368,1096,Red,639,408,671,492
l_left0036.jpg,1368,1096,Green,635,406,671,533
l_left0017.jpg,1368,1096,Green,644,402,680,545
r_left0378.jpg,1368,1096,Green,316,357,382,522
r_left0606.jpg,1368,1096,Green,452,372,509,508
l_left0230.jpg,1368,1096,Red,640,410,668,493
r_left0362.jpg,1368,1096,Green,644,394,683,493
l_left0045.jpg,1368,1096,Green,634,408,673,533
l_left0183.jpg,1368,1096,Green,570,368,679,631
l_left0054.jpg,1368,1096,Yellow,630,404,673,561
l_left0295.jpg,1368,1096,Green,251,348,325,534
l_left0277.jpg,1368,1096,Red,552,371,600,503
l_left0328.jpg,1368,1096,Green,251,354,324,536
l_left0213.jpg,1368,1096,Yellow,637,404,672,498
l_left0096.jpg,1368,1096,Red,504,360,567,613
l_left0248.jpg,1368,1096,Red,639,409,670,496
l_left0078.jpg,1368,1096,Yellow,575,390,630,554
l_left0334.jpg,1368,1096,Green,248,349,331,536
l_left0278.jpg,1368,1096,Red,542,371,595,507
r_left0580.jpg,1368,1096,Green,1002,406,1031,478
r_left0219.jpg,1368,1096,Red,657,371,705,496
l_left0238.jpg,1368,1096,Red,641,410,667,492
l_left0262.jpg,1368,1096,Red,620,405,657,500
l_left0008.jpg,1368,1096,Green,650,408,669,538
r_left0335.jpg,1368,1096,Red,988,408,1015,468
r_left0211.jpg,1368,1096,Red,707,391,745,490
r_left0216.jpg,1368,1096,Red,691,382,732,489
l_left0061.jpg,1368,1096,Yellow,628,399,659,545
l_left0220.jpg,1368,1096,Yellow,637,408,671,495
l_left0048.jpg,1368,1096,Green,639,397,660,535
r_left0379.jpg,1368,1096,Green,300,357,367,524
r_left0221.jpg,1368,1096,Red,569,366,628,514
r_left0220.jpg,1368,1096,Red,649,374,697,499
l_left0034.jpg,1368,1096,Green,632,410,678,551
r_left0336.jpg,1368,1096,Red,967,409,994,469
l_left0105.jpg,1368,1096,Red,429,358,520,670
l_left0103.jpg,1368,1096,Red,456,365,531,642
l_left0081.jpg,1368,1096,Yellow,573,392,616,560
l_left0177.jpg,1368,1096,Green,577,360,627,635
l_left0313.jpg,1368,1096,Green,247,348,331,542
l_left0331.jpg,1368,1096,Green,253,356,325,531
l_left0233.jpg,1368,1096,Red,639,409,671,492
l_left0222.jpg,1368,1096,Yellow,637,407,671,491
l_left0289.jpg,1368,1096,Green,363,358,426,527
l_left0229.jpg,1368,1096,Yellow,640,409,670,491
r_left0354.jpg,1368,1096,Green,713,399,746,483
l_left0166.jpg,1368,1096,Green,440,345,527,685
r_left0340.jpg,1368,1096,Red,874,407,901,472
l_left0125.jpg,1368,1096,Red,15,265,97,817
l_left0338.jpg,1368,1096,Yellow,251,350,326,539
l_left0211.jpg,1368,1096,Yellow,635,409,672,495
l_left0269.jpg,1368,1096,Red,593,394,630,501
l_left0053.jpg,1368,1096,Green,634,410,669,538
l_left0071.jpg,1368,1096,Yellow,596,399,646,549
l_left0039.jpg,1368,1096,Green,634,411,668,533
l_left0082.jpg,1368,1096,Yellow,573,385,632,577
l_left0283.jpg,1368,1096,Red,509,372,565,516
r_left0209.jpg,1368,1096,Red,725,396,759,491
l_left0285.jpg,1368,1096,Red,447,366,506,518
l_left0204.jpg,1368,1096,Yellow,630,401,667,494
l_left0026.jpg,1368,1096,Green,635,410,675,549
